PLAYERID,PLAYER_SLUG,WEAKNESSES
1161823,ivan-leguizamon,Passing
1161823,ivan-leguizamon,Ball control
992084,ivan-tapia,Aerial duels
839734,jhohan-romana,Discipline
1106584,gonzalo-lujan,Long balls
1106584,gonzalo-lujan,Passing
1020191,salomon-rodriguez,Passing
1020191,salomon-rodriguez,Ball control
927212,tomas-badaloni,Ball control
927212,tomas-badaloni,Ground duels
1183778,barrea-daniel,Ball control
994452,martin-pino,Ground duels
975819,marcos-montiel,Ground duels
852142,thomas-galdames,Discipline
1114869,martin-luciano,Long balls
992067,facundo-butti,Ground duels
992067,facundo-butti,Discipline
1093100,facundo-ardiles,Passing
1003016,matias-godoy,Finishing
1003016,matias-godoy,Ball control
833194,tomas-molina,Ball control
1092599,thiago-nuss,Finishing
1092599,thiago-nuss,Ball control
1102827,santiago-laquidain,Discipline
1087034,juan-meli,Passing
1087034,juan-meli,Long balls
871745,luis-ingolotti,Error proneness
309306,bruno-petkovic,Passing
309306,bruno-petkovic,Ball control
283841,fran-brodic,Ball control
1090019,martin-baturina,Aerial duels
1102829,luka-stojkovic,Ball control
890663,arber-hoxha,Ball control
1120017,gabrijel-rukavina,Ball control
925904,takuya-ogiwara,Long balls
1103333,franjo-ivanovic,Ball control
916183,toni-fruk,Ball control
1163387,andro-babic,Ground duels
344177,alen-grgic,Passing
344177,alen-grgic,Long balls
51321,mateo-pavlovic,Discipline
94226,marko-livaja,Passing
94226,marko-livaja,Ball control
1146492,mate-antunovic,Ground duels
1146492,mate-antunovic,Error proneness
1146492,mate-antunovic,Discipline
1146488,rokas-pukstas,Ball control
1146487,marko-capan,Ground duels
836200,ramon-mierez,Passing
989335,fucak-kristian,Ball control
808543,vinko-petkovic,Ball control
359044,kristijan-lovric,Passing
1125986,ricuenio-kewal,Ball control
988354,styopa-mkrtchyan,Long balls
1047993,nail-omerovic,Ball control
44679,duje-cop,Aerial duels
44679,duje-cop,Passing
1120369,filip-cuic,Discipline
1163364,marin-soticek,Aerial duels
1163364,marin-soticek,Ball control
770399,robert-mudrazija,Passing
770399,robert-mudrazija,Ball control
1003397,silvio-gorican,Ball control
1003397,silvio-gorican,Aerial duels
943132,jon-mersinaj,Discipline
798879,fran-karacic,Discipline
798879,fran-karacic,Passing
970524,marko-vranjkovic,Long balls
880746,michele-sego,Aerial duels
880746,michele-sego,Ball control
880746,michele-sego,Passing
369398,domagoj-drozdek,Aerial duels
1094067,leon-belcar,Ball control
137822,marko-vukcevic,Long balls
989334,hrvoje-crncec,Discipline
1144266,ante-matej-juric,Ball control
1146631,caio-cruz,Finishing
1126674,patrik-jug,Long balls
1126674,patrik-jug,Ground duels
1126674,patrik-jug,Discipline
51287,dino-stiglec,Long balls
1199051,filet-elias,Ball control
916181,mario-cuic,Discipline
117653,slavko-blagojevic,Discipline
825959,dario-maresic,Discipline
798865,tomislav-strkalj,Ball control
1139268,matej-sakota,Ball control
1005403,michael-agbekpornu,Discipline
880740,filip-hlevnjak,Long balls
845373,antonio-bosec,Long balls
845373,antonio-bosec,Passing
190663,luka-lucic,Discipline
1163336,vanja-vukmanovic,Discipline
1163333,riad-masala,Ball control
1175756,carlos-gonzalez,Ball control
1175756,carlos-gonzalez,Passing
924784,ake-arnaud-loba,Ball control
990354,raul-zuniga,Ball control
832662,christian-rivera,Discipline
924530,nicolas-diaz,Discipline
819106,kevin-balanta,Discipline
13861,jesus-corona,Error proneness
797428,boli-franck,Aerial duels
797428,boli-franck,Ball control
156027,leo-bonatini,Aerial duels
341887,jordan-silva,Error proneness
913142,aldo-cruz,Long balls
804770,jordy-caicedo,Ball control
922150,sebastian-cordova,Ball control
285847,luis-quinones,Aerial duels
221566,igor-lichnovsky,Discipline
105961,gabriel-funes-mori,Penalty taking
795282,guillermo-martinez,Ball control
795282,guillermo-martinez,Passing
248125,lisandro-magallan,Discipline
841129,nathan-silva,Discipline
1470450,monroy-pablo,Long balls
979180,bennevendo-pablo,Long balls
979180,bennevendo-pablo,Aerial duels
843114,julian-quinones,Ball control
790108,alejandro-zendejas,Aerial duels
993075,emilio-lara,Long balls
134449,angel-sepulveda,Passing
134449,angel-sepulveda,Ball control
802368,christian-tabo,Aerial duels
824456,augusto-lotti,Passing
824456,augusto-lotti,Aerial duels
845849,carlos-rodriguez,Aerial duels
884868,carlos-rotondi,Long balls
931705,willer-ditta,Discipline
924073,camilo-candido,Aerial duels
893089,roberto-de-la-rosa,Aerial duels
893089,roberto-de-la-rosa,Finishing
41560,sergio-canales,Aerial duels
231776,oliver-torres,Aerial duels
340897,maximiliano-meza,Discipline
1173373,johan-rojas,Discipline
837400,jordi-cortizo,Aerial duels
856129,gerardo-arteaga,Discipline
846412,lucas-cavallini,Ball control
547508,martin-barragan,Ball control
940989,kevin-velasco,Aerial duels
1048302,gonzalez-jair,Ball control
1097708,jorge-rodriguez,Long balls
1097366,ivo-vazquez,Discipline
870370,efrain-orona,Long balls
156580,uros-djurdjevic,Ball control
156580,uros-djurdjevic,Discipline
156580,uros-djurdjevic,Aerial duels
804348,eduardo-aguirre,Ball control
305732,aldo-rocha,Discipline
932709,jose-lozano,Ball control
335525,angel-zaldivar,Aerial duels
800239,dieter-villalpando,Aerial duels
973531,haret-ortega,Error proneness
1066212,moises-mosquera,Discipline
892933,braian-samudio,Ball control
818816,jean-meneses,Aerial duels
340265,luis-amarilla,Ball control
888937,brian-rubio,Ball control
804342,jose-joaquin-esquivel,Discipline
874813,jair-diaz,Discipline
874813,jair-diaz,Long balls
799302,bryan-colula,Long balls
799302,bryan-colula,Discipline
942710,gutierrez-ricardo,Error proneness
1407640,fidel-barajas,Ball control
1132986,pavel-perez,Ball control
963012,gilberto-sepulveda,Discipline
1065365,jose-castillo,Long balls
35532,salomon-rondon,Ground duels
35532,salomon-rondon,Ball control
114497,borja-baston,Passing
114497,borja-baston,Ball control
1510870,dominguez-figueroa-alexei,Ball control
823963,oussama-idrissi,Discipline
1086252,santiago-homenchenko,Discipline
1638695,carlos-sanchez,Discipline
1089135,aceves-patino-daniel-alonso,Long balls
1107405,andres-arroyo,Discipline
1107405,andres-arroyo,Passing
1107405,andres-arroyo,Long balls
947337,diber-cambindo,Ground duels
947337,diber-cambindo,Passing
947337,diber-cambindo,Ball control
889813,ricardo-monreal,Ball control
889813,ricardo-monreal,Passing
818016,bryan-garnica,Aerial duels
996767,rosero-kevin,Passing
996767,rosero-kevin,Aerial duels
996767,rosero-kevin,Ball control
818657,fernando-arce-jr,Discipline
905245,raul-sandoval,Ball control
905245,raul-sandoval,Passing
1046625,alan-montes,Discipline
1091722,martinez-emilio,Long balls
169549,anthony-lozano,Ball control
902154,jesus-ocejo,Finishing
1116629,franco-fagundez,Discipline
1087008,ramiro-sordo,Passing
990579,diego-medina,Ball control
990579,diego-medina,Aerial duels
248437,anderson-santamaria,Discipline
248437,anderson-santamaria,Error proneness
990050,bruno-amione,Long balls
942166,ronaldo-prieto,Long balls
127493,hugo-rodriguez,Long balls
759292,ronaldo-cisneros,Aerial duels
860051,nicolas-cordero,Passing
787913,jaime-gomez,Long balls
1083012,martin-rio,Ground duels
1083012,martin-rio,Discipline
834177,miguel-barbieri,Discipline
834177,miguel-barbieri,Passing
605802,omar-mendoza,Passing
605802,omar-mendoza,Discipline
846727,oscar-manzanares,Discipline
1147014,calderon-ettson-ayon,Aerial duels
1147014,calderon-ettson-ayon,Ball control
544168,luciano-cabral,Aerial duels
975053,alan-medina,Discipline
874569,gonzalo-napoli,Aerial duels
1153540,jesus-hernandez,Ball control
343161,stefan-drazic,Ball control
82497,sergio-tejera,Discipline
1006580,demetris-theodorou,Ground duels
386630,issam-chebake,Error proneness
39586,radosav-petrovic,Discipline
286153,xavier-quintilla,Discipline
1093049,antoniou-evagoras,Error proneness
1093049,antoniou-evagoras,Ground duels
1047899,zakaria-sawo,Discipline
860157,leo-bengtsson,Passing
855656,brown-morgan,Discipline
174911,steeve-yago,Discipline
1463504,sane-mamadou,Discipline
606608,caju,Discipline
254789,fran-sol,Ground duels
902681,enzo-cabrera,Ground duels
808992,angel-garcia,Discipline
1017912,danny,Long balls
1017912,danny,Aerial duels
559058,vlad-dragomir,Error proneness
559058,vlad-dragomir,Aerial duels
889002,kostas-pileas,Long balls
895931,matias-melluso,Discipline
899022,andronikos-kakoullis,Ground duels
1155252,angelos-neophytou,Aerial duels
858501,mateo-maric,Discipline
369708,ioannis-kousoulos,Discipline
369708,ioannis-kousoulos,Error proneness
551468,ewandro-costa,Error proneness
551468,ewandro-costa,Discipline
922557,marquinhos-cipriano,Ground duels
369940,giannis-masouras,Long balls
369940,giannis-masouras,Passing
307384,giannis-kargas,Discipline
148894,michael-krmencik,Ground duels
148894,michael-krmencik,Finishing
369540,sessi-dalmeida,Discipline
592568,bruno-santos,Discipline
592556,fiorin-durmishaj,Ground duels
592556,fiorin-durmishaj,Error proneness
43414,luciano-narsingh,Aerial duels
247115,danny-bejarano,Discipline
991551,victor-fernandez,Error proneness
159773,serge-leuko,Error proneness
159773,serge-leuko,Discipline
195414,abdelaye-diakite,Error proneness
384260,lucas-acevedo,Discipline
189381,nikolaos-melissas,Long shots saving
181829,georgi-minchev,Ground duels
293185,andreas-makris,Ground duels
920342,george-marsh,Discipline
1127213,evangelos-andreou,Ground duels
1013914,frantzis-christoforos,Error proneness
363778,dejan-drazic,Aerial duels
789430,manuel-de-iriondo,Ground duels
789430,manuel-de-iriondo,Discipline
898977,julian-bonetto,Ground duels
833660,marios-peratikos,Discipline
189019,boris-cmiljanic,Aerial duels
869940,oueslati-habib,Discipline
1063305,panteli-stelios,Ground duels
804844,bojan-kovacevic,Error proneness
804844,bojan-kovacevic,Discipline
88095,angelis-angeli,Error proneness
793698,mark-sifneos,Ground duels
827825,hadjipaschalis-christos,Error proneness
847257,andreas-christou,Error proneness
847257,andreas-christou,Discipline
801921,valentinos-pastellis,Error proneness
801921,valentinos-pastellis,Passing
801921,valentinos-pastellis,Ground duels
941325,benson-anang,Ground duels
941325,benson-anang,Error proneness
93359,kyriakos-kyriakou,Ground duels
839640,bryan-alceus,Aerial duels
839640,bryan-alceus,Discipline
553494,dimitar-velkovski,Error proneness
180529,adil-nabi,Error proneness
94548,nikola-trujic,Error proneness
94548,nikola-trujic,Discipline
94548,nikola-trujic,Ground duels
259701,vangelis-kyriakou,Passing
259701,vangelis-kyriakou,Discipline
259701,vangelis-kyriakou,Error proneness
178743,isaac-kiese-thelin,Ground duels
178743,isaac-kiese-thelin,Passing
178743,isaac-kiese-thelin,Ball control
1085069,johansson-eric-alexander,Passing
929009,nicklas-rojkjaer,Error proneness
1023786,viktor-gustafson,Long balls
345309,gustavsson-jesper,Aerial duels
1099794,herman-johansson,Long balls
548286,miro-tenho,Error proneness
184679,andreas-linde,Error proneness
1106649,jusef-erabi,Ball control
1468011,moubarak-saidou-alioum,Ground duels
856805,pavle-vagic,Discipline
956436,holmstrom-alexander-ahl,Ground duels
838643,hedlund-lucas,Discipline
1109969,henriksson-axel,Discipline
1185629,lundgren-gustav,Aerial duels
242174,per-frick,Ball control
1508533,jalal-abdulai,Discipline
1508533,jalal-abdulai,Ball control
1383715,dion-krasniqi,Aerial duels
227892,arber-zeneli,Ball control
834724,rami-kaib,Ball control
834724,rami-kaib,Long balls
1200442,terry-yegbe,Discipline
49866,niklas-hult,Long balls
1086409,milleskog-noel,Aerial duels
1049107,herman-sjogrell,Finishing
791929,daniel-stensson,Discipline
307508,dennis-widgren,Aerial duels
1004788,nwadike-patrick,Discipline
936521,voelkerling-persson-jakob,Long balls
1022351,mohammed-naeem,Ball control
1022351,mohammed-naeem,Aerial duels
101390,phil-ofosu-ayeh,Long balls
99170,joseph-baffo,Discipline
35638,marcus-olsson,Long balls
279521,gustav-engvall,Ball control
1103229,kotto-samuel,Discipline
1103229,kotto-samuel,Error proneness
859344,viktor-bergh,Long balls
143361,freddy-winsth,Long balls
834723,albin-lohikangas,Long balls
794659,ioannis-pittas,Ball control
1021274,omar-faraj,Aerial duels
1066141,erik-ring,Passing
823638,mads-thychosen,Long balls
859371,axel-bjornstrom,Long balls
963025,rasmus-orqvist,Ball control
861823,arbnor-mucolli,Penalty taking
1021266,paulos-abraham,Ball control
1014579,gustaf-norlin,Passing
930445,santos-thomas,Long balls
930445,santos-thomas,Ball control
1034241,skjellerup-laurs,Ground duels
1186304,linus-carlstrand,Finishing
878972,kolbeinn-thordarson,Discipline
181901,anders-trondsen,Discipline
35771,anders-kristiansen,Error proneness
836558,saku-ylatupa,Finishing
753060,alex-gersbach,Long balls
856792,samuel-brolin,Error proneness
126774,christoffer-nyman,Passing
1468746,baggesen-marcus,Long balls
859677,eid-daniel,Long balls
904394,amadeus-sogaard,Discipline
1090862,ali-jabir-abdihakim,Ground duels
809297,simon-johansson,Finishing
1020416,shota-fujio,Ball control
822546,se-hun-oh,Ball control
964307,sang-ho-na,Ball control
48240,yuya-osako,Ball control
48240,yuya-osako,Passing
335047,yoshinori-muto,Ball control
905350,taisei-miyashiro,Aerial duels
790976,yuma-suzuki,Ball control
823980,guilherme-parede,Passing
871884,kei-chinen,Ball control
151075,hayato-nakama,Aerial duels
1476198,morooka-shu,Ball control
1650455,kimito-nono,Long balls
1650455,kimito-nono,Discipline
1068668,hidehiro-sugai,Error proneness
793187,issam-jebali,Aerial duels
793187,issam-jebali,Ball control
793187,issam-jebali,Ground duels
991872,hayashi-daichi,Ball control
991872,hayashi-daichi,Aerial duels
1030212,ryoya-yamashita,Finishing
1030212,ryoya-yamashita,Ball control
1105033,welton,Aerial duels
1002500,riku-handa,Long balls
1002500,riku-handa,Discipline
1002481,shinya-nakano,Long balls
790985,shota-fukuoka,Long balls
48410,masaaki-higashiguchi,Error proneness
576002,leo-ceara,Ball control
353742,ryogo-yamasaki,Passing
353742,ryogo-yamasaki,Ball control
840030,capixaba,Aerial duels
1112604,hubner-justin,Discipline
791253,teruhito-nakagawa,Aerial duels
1048550,tsuyoshi-ogashiwa,Ball control
939400,kashif-bangnagande,Long balls
797335,henrique-trevisan,Discipline
1017548,hotaka-nakamura,Long balls
790984,kosuke-shirai,Aerial duels
790984,kosuke-shirai,Long balls
1002358,taishi-brandon-nozawa,Error proneness
817965,shahab-zahedi,Discipline
38961,wellington,Passing
1106542,ryoga-sato,Aerial duels
932395,matsuoka-daiki,Long balls
873317,yuto-iwasaki,Aerial duels
873317,yuto-iwasaki,Ball control
873317,yuto-iwasaki,Long balls
872072,itsuki-oda,Long balls
872072,itsuki-oda,Passing
243725,douglas-grolli,Long balls
243725,douglas-grolli,Passing
888462,daiki-miya,Discipline
831853,masato-yuzawa,Long balls
831853,masato-yuzawa,Passing
97060,pieros-sotiriou,Ground duels
97060,pieros-sotiriou,Ball control
965226,ohashi-yuki,Ball control
791402,mutsuki-kato,Ball control
795815,takaaki-shichi,Passing
814724,thiago-santana,Ball control
24152,shinzo-koroki,Aerial duels
387346,takahiro-sekine,Ball control
387346,takahiro-sekine,Aerial duels
994614,tomoaki-okubo,Long balls
994614,tomoaki-okubo,Ball control
1105118,rikito-inoue,Long balls
1125656,yudai-kimura,Aerial duels
1125656,yudai-kimura,Ball control
1016964,itsuki-someno,Ball control
873474,hijiri-onaga,Long balls
1098958,naoki-hayashi,Long balls
981074,mao-hosoya,Aerial duels
981074,mao-hosoya,Ball control
981074,mao-hosoya,Passing
803037,jay-roy-grot,Ball control
307332,kosuke-kinoshita,Ball control
307332,kosuke-kinoshita,Ground duels
795034,matheus-savio,Aerial duels
387390,tomoya-koyamatsu,Aerial duels
1500627,hiroki-sekine,Long balls
213854,tomoya-inukai,Long balls
831872,hiromu-mitsumaru,Long balls
489262,eiichi-katayama,Passing
489262,eiichi-katayama,Long balls
155785,naoki-kawaguchi,Long balls
1002618,masato-sasaki,Error proneness
320495,kasper-junker,Aerial duels
320495,kasper-junker,Ball control
244289,patric,Passing
840420,yamagishi-yuya,Passing
840420,yamagishi-yuya,Ball control
109626,kensuke-nagai,Passing
795017,anderson-lopes,Ball control
792070,takuma-nishimura,Ball control
146089,ryo-miyaichi,Ball control
1168282,aziangbe-kodjo,Discipline
155813,takuya-kida,Long balls
798121,hatanaka-shinnosuke,Long balls
798293,william-popp,Discipline
138288,yuji-ono,Aerial duels
138288,yuji-ono,Ball control
794593,yuto-horigome,Long balls
109256,yu-kobayashi,Aerial duels
1382299,yamada-shin,Aerial duels
1382299,yamada-shin,Ball control
795190,jesiel,Long balls
38621,sung-ryong-jung,Error proneness
880169,matheus-peixoto,Passing
886653,ryo-germain,Ball control
867891,ricardo-graca,Discipline
867891,ricardo-graca,Error proneness
794056,ko-matsubara,Long balls
1397623,hiroto-uemura,Long balls
1063159,hassan-hilo,Discipline
1097536,marcelo-ryan,Ball control
791401,yoichi-naganuma,Long balls
148362,yuki-horigome,Long balls
148362,yuki-horigome,Ground duels
976203,tae-hyeon-kim,Long balls
976203,tae-hyeon-kim,Discipline
1149760,wataru-harada,Long balls
1173287,taichi-kikuchi,Aerial duels
928527,rafael-elias,Aerial duels
925790,taichi-hara,Passing
925790,taichi-hara,Ball control
877897,marco-tulio,Aerial duels
877897,marco-tulio,Ball control
303896,yuta-toyokawa,Ball control
831703,kazunari-ichimi,Finishing
790987,taiki-hirato,Long balls
882615,takeda-shohei,Long balls
932384,fukuda-shinnosuke,Passing
932384,fukuda-shinnosuke,Long balls
1026480,hisashi-appiah-tawiah,Discipline
1026480,hisashi-appiah-tawiah,Error proneness
1173281,kyo-sato,Passing
1173281,kyo-sato,Long balls
1173281,kyo-sato,Aerial duels
1125030,fukuda-sho,Ball control
1101699,taiyo-hiraoka,Ball control
1101699,taiyo-hiraoka,Aerial duels
223894,kosuke-onose,Passing
905348,kohei-okuno,Long balls
905348,kohei-okuno,Passing
227596,kazuki-oiwa,Long balls
832265,supachok-sarachart,Aerial duels
155829,musashi-suzuki,Finishing
982580,yuya-asano,Aerial duels
914771,jordi-sanchez,Passing
914771,jordi-sanchez,Ball control
1126255,kondo-tomoki,Ball control
972502,min-kyu-ju,Ball control
1019266,yago-cariello,Ball control
988246,ji-hyun-kim,Ball control
147128,woo-young-jung,Discipline
982306,won-sang-eom,Aerial duels
920010,gustav-ludwigson,Ball control
920010,gustav-ludwigson,Long balls
1025776,ju-hwan-kim,Long balls
876571,yong-jun-heo,Discipline
1090643,jorge-teixeira,Passing
1090643,jorge-teixeira,Ball control
1026088,seong-jun-jo,Ball control
1026227,jae-hee-jeong,Ball control
792015,jonathan-aspropotamitis,Discipline
38631,kwang-hun-shin,Discipline
1104650,eo-jeong-won,Long balls
832404,kang-hyun-yu,Ball control
832404,kang-hyun-yu,Passing
1103525,park-sang-hyeok,Aerial duels
1103525,park-sang-hyeok,Ball control
1028627,jung-min-lee,Aerial duels
1026213,ki-jong-won,Passing
1026092,kyeong-jun-kim,Aerial duels
1026092,kyeong-jun-kim,Passing
1009475,dong-jun-lee,Ball control
1025916,dae-won-kim,Ball control
1026149,jae-hyeon-mo,Aerial duels
988245,hyeon-sik-lee,Discipline
1019300,hyun-taek-cho,Long balls
1025792,su-il-park,Aerial duels
973291,vitor-gabriel,Ball control
973291,vitor-gabriel,Discipline
822551,sang-heon-lee,Ball control
1019290,han-min-jung,Aerial duels
1026128,kyeong-min-kim,Ball control
921258,henry-hore,Aerial duels
329307,welinton-junior,Ball control
329307,welinton-junior,Aerial duels
931538,anderson-oliveira,Finishing
823127,dong-won-ji,Ball control
974177,seung-won-jeong,Aerial duels
265309,stanislav-iljutcenko,Passing
889691,cho-young-wook,Ball control
828707,ronaldo-tavares,Ball control
831115,sang-woo-kang,Aerial duels
1002355,tae-seok-lee,Long balls
889698,jin-ya-kim,Ball control
877626,yuri,Passing
973866,galego,Ball control
917168,seong-uk-jin,Discipline
917168,seong-uk-jin,Ball control
1026118,jin-su-seo,Ball control
1026118,jin-su-seo,Passing
105173,koo-ja-cheol,Ball control
1188039,italo,Discipline
791320,chae-min-im,Discipline
1025889,tae-hyeon-ahn,Ball control
945307,joao-magno,Ball control
1115793,gabriel-tigrao,Ball control
1026209,kun-hee-lee,Ball control
1025885,ji-yong-jeong,Ball control
355022,jasir-asani,Ball control
171785,gerso-fernandes,Ball control
1025890,bo-seob-kim,Finishing
1025890,bo-seob-kim,Aerial duels
1025890,bo-seob-kim,Ball control
1028626,si-hoo-hong,Ball control
1025844,jun-yeob-kim,Ball control
1175312,kyeong-hyeon-min,Long balls
1175336,seong-min-kim,Aerial duels
1175336,seong-min-kim,Long balls
1025824,dong-min-kim,Long balls
872093,ban-suk-oh,Long balls
754132,cesinha,Ball control
54691,edgar-silva,Ball control
54691,edgar-silva,Passing
1191308,park-yong-hui,Ball control
974168,jae-hyeon-go,Ball control
224056,kyohei-yoshino,Long balls
224056,kyohei-yoshino,Discipline
1025782,min-kyu-song,Ball control
874173,tiago-orobo,Passing
874173,tiago-orobo,Ball control
307514,seon-min-moon,Ball control
1184801,jae-yong-park,Passing
537504,kyo-won-han,Ball control
537504,kyo-won-han,Aerial duels
1103914,byung-kwan-jeon,Ball control
144579,jeong-ho-hong,Discipline
864971,hyeon-beom-ahn,Ball control
982301,jaeik-lee,Discipline
980424,seong-hoon-cheon,Aerial duels
1026188,in-kyun-kim,Ball control
1026087,choi-geon-joo,Finishing
1026087,choi-geon-joo,Aerial duels
851089,anton-krivotsyuk,Discipline
878084,michael,Ball control
1138857,ali-albulayhi,Discipline
1457521,muath-faqeehi,Ball control
870717,marcao,Ball control
893307,firas-al-buraikan,Ball control
888949,roger-ibanez,Discipline
949218,abdulbaset-hindi,Discipline
916680,musa-barrow,Aerial duels
351734,joao-pedro,Ball control
826961,abderrazak-hamdallah,Ball control
926730,haroune-camara,Ball control
850035,luiz-felipe,Discipline
318653,moussa-dembele,Ball control
355152,demarai-gray,Discipline
355152,demarai-gray,Aerial duels
1134250,saad-al-mousa,Discipline
975869,djaniny,Ball control
1096520,abbas-sadiq-alhassan,Ball control
818614,nouh-al-mousa,Discipline
847714,marwane-saadane,Discipline
1475427,alnajdi-salem,Long balls
974013,fahd-mohammed-al-harbi,Long balls
802159,habib-diallo,Ball control
802159,habib-diallo,Penalty taking
555624,carlos-junior,Ball control
160909,fahad-al-muwallad,Ball control
180059,gustavo-cuellar,Discipline
584430,iago-santos,Discipline
560168,hamed-tarek,Discipline
818809,ahmad-zain,Ball control
923016,hassan-alshammrani,Discipline
193064,fabio-martins,Discipline
818581,mansour-hamzi,Ball control
218652,julio-tavares,Passing
1429814,mubarak-al-rajeh,Long balls
802975,hamad-al-jayzani,Discipline
576272,andre-moreira,Error proneness
984587,yahya-naji,Ball control
1106232,islam-ahmed-hawsawi,Ball control
73951,andre-gray,Ball control
73951,andre-gray,Ground duels
1519331,mohammed-al-shwirekh,Discipline
315224,leandre-tawamba,Ball control
359650,saviour-godwin,Ball control
818578,hamed-al-mansour,Ball control
818578,hamed-al-mansour,Discipline
861003,paulo-vitor,Error proneness
917266,saad-alselouli,Ball control
160891,saleh-al-qumayzi,Long balls
148623,virgil-misidjan,Ball control
944628,andrei-cordea,Ball control
42183,eran-zahavi,Aerial duels
42183,eran-zahavi,Ball control
921826,yonas-malede,Ball control
1434753,madmon-elad,Ball control
1383240,roy-navi,Discipline
1142085,roy-revivo,Discipline
827424,idan-nachmias,Long balls
1048266,glazer-amit,Discipline
943278,frantzdy-pierrot,Passing
943278,frantzdy-pierrot,Ball control
305964,dean-david,Aerial duels
305964,dean-david,Ball control
50350,daniel-sundgren,Discipline
900697,pierre-cornud,Discipline
976367,oleksandr-syrota,Error proneness
1010066,elimelech-roey,Passing
95417,alon-turgeman,Ball control
1048679,rotem-hatuel,Ball control
796042,antonio-sefer,Ball control
1096219,yoni-stoyanov,Ball control
864394,shai-elias,Discipline
138740,helder-lopes,Long balls
138740,helder-lopes,Discipline
830778,mariano-bareiro,Discipline
965249,or-blorian,Discipline
1131627,niv-eliasi,Error proneness
191424,guy-melamed,Ball control
1122193,itay-buganim,Finishing
1122193,itay-buganim,Ball control
1214871,noam-ben-harush,Long balls
1082360,kayes-ganem,Ball control
885260,usman-mohammed,Discipline
831705,muhamad-shaker,Ball control
879351,nemanja-ljubisavljevic,Discipline
1470909,eyad-khoteiba,Passing
793985,omeonga-stephane,Discipline
1150377,konstantinos-sotiriou,Discipline
875249,ovadia-dervish,Long balls
1138049,awka-ashta,Ball control
1138047,omer-agvadish,Long balls
1138047,omer-agvadish,Passing
1386727,idan-toklomati-jorno,Ball control
810670,anas-mahamid,Ball control
61524,idan-vered,Long balls
61524,idan-vered,Ball control
226970,plamen-galabov,Discipline
172665,obeida-khattab,Discipline
829737,yarden-cohen,Long balls
829737,yarden-cohen,Passing
829737,yarden-cohen,Ball control
1137573,alon-azugi,Discipline
843835,igor-zlatanovic,Ball control
1029589,oz-bilu,Finishing
1029589,oz-bilu,Ball control
895905,ibrahim-tanko,Ball control
979211,boris-enow,Discipline
1002899,karm-jaber,Discipline
571910,james-adeniyi,Aerial duels
1100510,philip-ipole,Long balls
856530,diaa-lababidi,Discipline
1393270,guy-herman,Error proneness
155668,mavis-tchibota,Discipline
136723,omri-altman,Ball control
1119860,el-yam-kancepolsky,Discipline
1392847,ran-binyamin,Discipline
1392847,ran-binyamin,Ball control
1516026,ihab-ganaem,Discipline
1155169,tal-archel,Discipline
52011,emilijus-zubas,Error proneness
856147,yarden-shua,Ball control
856147,yarden-shua,Passing
1091737,timothy-muzie,Ball control
138447,grigory-morozov,Ball control
1001793,zohar-zasano,Ball control
921821,mohammad-kanaan,Finishing
921821,mohammad-kanaan,Ball control
1405920,noam-muche,Ball control
965235,roy-levy,Passing
365744,raz-stain,Finishing
365744,raz-stain,Ball control
1005584,bar-nawi,Ball control
1524123,ram-levy,Discipline
1517444,matan-gosha,Discipline
810413,dror-nir,Long balls
845165,daniel-popa,Ball control
845165,daniel-popa,Passing
988637,marius-stefanescu,Ball control
988637,marius-stefanescu,Aerial duels
1142723,alexandru-musi,Ball control
44478,valentin-cretu,Discipline
1124624,albion-rrahmani,Passing
954031,borisav-burmaz,Ball control
942091,claudiu-petrila,Long balls
1036263,catalin-vulturar,Discipline
1213606,rares-pop,Passing
1213606,rares-pop,Aerial duels
892021,luka-gojkovic,Aerial duels
361150,cristian-manea,Passing
163733,christopher-braun,Long balls
970969,daniel-birligea,Passing
970969,daniel-birligea,Ball control
878635,durel-avounou,Ball control
884538,mohammed-kamara,Discipline
837300,beni-nkololo,Discipline
932021,aly-abeid,Passing
932021,aly-abeid,Discipline
139254,matija-boben,Long balls
361164,andrei-ivan,Ball control
867494,jovan-markovic,Ball control
867494,jovan-markovic,Passing
179639,alexandru-mitrita,Ball control
280461,lyes-houri,Discipline
1216815,badelj-juraj,Discipline
811017,rivaldinho,Passing
928639,narek-grigoryan,Finishing
149648,gabriel-iancu,Ball control
149648,gabriel-iancu,Aerial duels
904837,mateus-santos,Discipline
904837,mateus-santos,Ball control
904837,mateus-santos,Aerial duels
858877,mihajlo-neskovic,Aerial duels
44429,cosmin-matei,Ball control
1155295,sota-mino,Discipline
1426389,darius-oroian,Discipline
193328,branislav-ninaj,Discipline
987832,adel-bettaieb,Ball control
1002005,vladislav-blanuta,Ball control
44435,alexandru-chipciu,Long balls
44435,alexandru-chipciu,Passing
98082,vadim-rata,Aerial duels
98082,vadim-rata,Ball control
352880,hildeberto-pereira,Ball control
352880,hildeberto-pereira,Aerial duels
888699,radu-boboc,Long balls
909033,dorinel-oancea,Long balls
994193,andrei-dumiter,Aerial duels
846444,ibrahima-conte,Discipline
353882,kemar-lawrence,Long balls
1394672,diogo-rodrigues,Long balls
898083,dejan-iliev,Discipline
937446,cristian-negut,Ball control
937446,cristian-negut,Passing
937446,cristian-negut,Aerial duels
910316,ianis-stoica,Ball control
910316,ianis-stoica,Aerial duels
