PLAYERID,PLAYER_SLUG,WEAKNESSES
295361,mahmoud-trezeguet,Aerial duels
295361,mahmoud-trezeguet,Ball control
88645,mislav-orsic,Ball control
859021,batista-mendy,Discipline
952726,serkan-asan,Long balls
558738,krzysztof-piatek,Ball control
252207,deniz-turuc,Aerial duels
841012,joao-figueiredo,Ball control
841012,joao-figueiredo,Discipline
989599,matchoi-djalo,Discipline
920514,opoku-jerome,Discipline
248529,lucas-lima,Long balls
30143,volkan-babacan,Error proneness
209374,nuno-da-costa,Passing
822228,mamadou-fall,Passing
822228,mamadou-fall,Ball control
155998,claudio-winck,Long balls
155998,claudio-winck,Passing
45923,ciro-immobile,Aerial duels
45923,ciro-immobile,Ball control
116869,vincent-aboubakar,Ball control
1142606,semih-kilicsoy,Ball control
1142606,semih-kilicsoy,Aerial duels
924670,ernest-muci,Aerial duels
252577,rafa-silva,Ball control
124737,gabriel-paulista,Discipline
927376,francisco-montero,Discipline
587882,rey-manaj,Ball control
232318,queensy-menig,Ball control
892272,anderson-silva,Ground duels
892272,anderson-silva,Aerial duels
892272,anderson-silva,Ball control
1084884,yusuf-ozdemir,Ball control
238394,ali-sowe,Ball control
238394,ali-sowe,Aerial duels
878699,minchev-martin,Aerial duels
979109,dal-varesanovic,Ball control
856988,giannis-papanikolaou,Discipline
826654,oscar-pinchi,Ball control
826654,oscar-pinchi,Long balls
1016393,mithat-pala,Aerial duels
1121174,alikulov-husniddin,Long balls
895009,emirhan-topcu,Discipline
281233,casper-hojer,Long balls
220155,sander-van-de-streek,Passing
142541,erdogan-yesilyurt,Discipline
180511,alexandru-maxim,Discipline
226992,furkan-soyalp,Aerial duels
226992,furkan-soyalp,Discipline
997699,eren-erdogan,Long balls
997699,eren-erdogan,Passing
940367,salem-mbakata,Long balls
189193,abat-aimbetov,Aerial duels
138394,jose-rodriguez,Discipline
826944,landry-dimata,Ball control
943593,marius-mouandilmadji,Passing
943593,marius-mouandilmadji,Ball control
890695,arbnor-muja,Aerial duels
837012,carlo-holse,Ball control
862083,marc-bola,Long balls
1063325,yunus-emre-cift,Discipline
867727,soner-gonul,Passing
867727,soner-gonul,Long balls
796023,duckens-nazon,Aerial duels
344009,miguel-cardoso,Ball control
883918,aylton-boa-morte,Ball control
1032547,joelson-fernandes,Finishing
837742,rigoberto-rivas,Ball control
822469,funsho-bamgboye,Ball control
758606,erce-kardesler,Error proneness
81138,sokol-cikalleshi,Ball control
81138,sokol-cikalleshi,Aerial duels
976127,prip-louka,Aerial duels
1063942,ogulcan-ulgun,Discipline
851666,filip-damjanovic,Discipline
787949,adil-demirbag,Discipline
331751,riad-bajic,Penalty taking
126077,ertac-ozbir,Error proneness
126077,ertac-ozbir,Discipline
180981,mame-thiam,Ball control
877235,emeka-eze,Ball control
344023,sandro-lima,Penalty taking
76529,welinton,Discipline
847065,samet-asatekin,Long balls
911351,jackson,Finishing
929718,mendy-mamadou,Ball control
929718,mendy-mamadou,Aerial duels
903714,emir-kaan-gultekin,Aerial duels
1415021,djakaridja-traore,Ball control
831407,florian-loshaj,Discipline
904945,valon-ethemi,Ball control
904945,valon-ethemi,Aerial duels
938181,eduart-rroca,Discipline
938181,eduart-rroca,Aerial duels
553454,racine-coly,Discipline
881213,okan-erdogan,Discipline
881213,okan-erdogan,Error proneness
851095,duhaney-demeaco,Discipline
999485,alp-arda,Error proneness
804508,viktor-gyokeres,Ball control
895764,pedro-goncalves,Ball control
1001140,geny-catamo,Ball control
1087046,mateo-tanlongo,Discipline
930233,koba-koindredi,Aerial duels
1047227,marcos-leonardo,Ball control
870762,arthur-cabral,Ball control
795236,vangelis-pavlidis,Ball control
1201395,gianluca-prestianni,Ball control
922454,benjamin-rollheiser,Aerial duels
957937,tengstedt-casper,Ball control
836711,jan-niklas-beste,Passing
836711,jan-niklas-beste,Ball control
979221,goncalo-borges,Finishing
335033,wendell,Discipline
892235,david-carmo,Discipline
1069159,otavio,Discipline
796059,mamadou-loum,Discipline
252815,fabio-cardoso,Discipline
945448,ze-pedro,Discipline
825945,simon-banza,Passing
1014048,el-ouazzani-amine,Passing
1014048,el-ouazzani-amine,Aerial duels
1014048,el-ouazzani-amine,Ball control
1134430,gabriel-martinez,Ball control
868235,sikou-niakate,Discipline
868235,sikou-niakate,Long balls
936874,bartlomiej-wdowik,Long balls
1011895,jota-silva,Passing
1011895,jota-silva,Ball control
42898,nelson-oliveira,Aerial duels
987597,jesus-ramirez,Ball control
252095,tiago-silva,Discipline
878496,mangas-ricardo,Ball control
928812,afonso-freitas,Long balls
886843,toni-borevkovic,Discipline
989407,vinicius-mingotti,Aerial duels
1092638,jeremy-antonisse,Finishing
1064103,luis-asue,Finishing
937555,madson-de-souza-silva,Ball control
845811,bernardo-martins,Ball control
931743,godfried-frimpong,Long balls
931485,maracas,Discipline
998870,henrique-araujo,Finishing
998870,henrique-araujo,Aerial duels
592100,cristo-gonzalez,Ball control
592100,cristo-gonzalez,Aerial duels
330677,jason,Passing
330677,jason,Ball control
839099,kouassi-eboue,Discipline
54672,david-simao,Discipline
964609,jose-fontan,Long balls
1083250,matias-rocha,Discipline
332257,jhonder-cadiz,Passing
332257,jhonder-cadiz,Ball control
1101174,pablo-felipe,Aerial duels
862194,zaydou-youssouf,Discipline
169945,andre-simoes,Discipline
927166,riccieli,Discipline
876255,justin-de-haas,Discipline
991924,pinheiro-rodrigo,Ball control
922616,felippe-cardoso,Ball control
1002367,beni-mukendi,Discipline
931595,pablo,Discipline
1006865,leonardo-lelo,Long balls
825676,tiago-dias,Ball control
891792,duplexe-tchamba,Discipline
1125839,mohamed-belloumi,Ball control
966293,alex-bermejo-escribano,Aerial duels
989837,facundo-caseres,Aerial duels
845699,claudio-falcao,Discipline
913907,talys,Long balls
913907,talys,Passing
778216,talocha,Long balls
309296,joao-graca,Discipline
826561,renato-pantalon,Discipline
1182223,depu,Ball control
1182223,depu,Discipline
1445615,tidjany-toure,Discipline
800348,jonathan-buatu-mananga,Long balls
982146,cruz-sandro,Long balls
992652,gabriel-pereira,Discipline
930246,yanis-begraoui,Aerial duels
929894,alejandro-marques,Ground duels
929894,alejandro-marques,Aerial duels
869330,pedro-alvaro,Discipline
1084705,regis-ndo,Discipline
869875,kikas,Aerial duels
869875,kikas,Ball control
1002150,capita,Ball control
989867,leonel-bucca,Discipline
41651,miguel-lopes,Discipline
328871,mansur,Discipline
912033,robert-bozenik,Ball control
158597,sebastian-perez,Discipline
976145,ibrahima-camara,Discipline
804764,chidozie-awaziem,Discipline
1134441,bruno-onyemaechi,Long balls
1131249,pedro-malheiro,Discipline
1013994,jasper-sylvester,Ball control
931811,pedrao,Discipline
807292,moustapha-seck,Passing
807292,moustapha-seck,Long balls
867853,jardel,Ball control
869693,sava-petrov,Ball control
950676,iker-unzueta,Ball control
602050,heber-pena-picos,Ball control
844409,orest-lebedenko,Long balls
1141665,sanca-leandro,Finishing
1007586,picas,Finishing
947921,jo-batista,Ball control
1107995,paulo-victor,Ball control
1107995,paulo-victor,Passing
44653,ruben-ribeiro,Discipline
44653,ruben-ribeiro,Ball control
1507553,pina-ruben,Ball control
604214,junior-pius,Discipline
757980,ygor-nogueira,Discipline
973826,guilherme-ferreira,Discipline
1195745,jason-van-duiven,Passing
1441117,land-tygo,Ball control
1186806,jevon-simons,Ball control
892141,santiago-gimenez,Ball control
892141,santiago-gimenez,Passing
892141,santiago-gimenez,Penalty taking
985823,ueda-ayase,Passing
985823,ueda-ayase,Ball control
895591,julian-carranza,Ball control
1218066,anis-hadj-moussa,Ball control
1154586,ilias-sebaoui,Ball control
1154586,ilias-sebaoui,Passing
994532,tsoungui-antef,Discipline
1146623,younes-taha,Ball control
827662,mitchell-van-bergen,Finishing
1048430,daan-rots,Ball control
1048430,daan-rots,Aerial duels
974203,alec-van-hoorenbeeck,Long balls
966555,troy-parrott,Ball control
1119502,ernest-poku,Ball control
1119502,ernest-poku,Aerial duels
905174,ibrahim-sadiq,Ball control
994591,kristijan-belic,Discipline
1069486,carlos-borges,Ball control
996989,kjelder-rasmussen-christian,Ball control
1160026,hlynsson-kristian,Ball control
1160026,hlynsson-kristian,Aerial duels
900111,sivert-mannsverk,Discipline
1064177,ahmetcan-kaplan,Discipline
128383,geronimo-rulli,Error proneness
2622,remko-pasveer,Error proneness
1112626,charlie-setford,Error proneness
1193676,basar-onal,Ball control
910022,rober-gonzalez,Ball control
1100456,noah-ohio,Ground duels
1100456,noah-ohio,Ball control
1100456,noah-ohio,Aerial duels
921948,ole-romeny,Aerial duels
921948,ole-romeny,Ball control
966429,david-min,Ball control
798175,isac-lidberg,Ball control
798175,isac-lidberg,Passing
906024,taylor-booth,Ball control
796943,tobias-lauritsen,Passing
1101444,anello-agustin,Ball control
990814,charles-andreas-brym,Aerial duels
1088895,mohamed-nassoh,Ball control
1002479,shunsuke-mito,Ball control
578344,arno-verschueren,Ball control
974530,djevencio-van-der-kust,Ball control
841420,victor-kaj-edvardsen,Ground duels
841420,victor-kaj-edvardsen,Aerial duels
841420,victor-kaj-edvardsen,Passing
964766,thibo-baeten,Ball control
825851,bobby-adekanye,Aerial duels
978823,willum-thor-willumsson,Ball control
878599,oliver-valaker-edvardsen,Ball control
909960,mathis-suray,Ball control
1049653,jamal-amofa,Discipline
794013,mats-deijl,Long balls
880751,josip-mitrovic,Aerial duels
880751,josip-mitrovic,Ball control
1048758,jasper-dahlhaus,Long balls
870118,darijo-grujcic,Long balls
891210,ion-nicolaescu,Aerial duels
1173573,daniel-karlsbakk,Aerial duels
339339,andries-noppert,Error proneness
856736,thomas-buitink,Ball control
960112,eliano-reijnders,Aerial duels
846003,odysseus-velanas,Ball control
320919,baptiste-guillaume,Passing
790802,thomas-robinet,Ball control
790802,thomas-robinet,Passing
989864,kornelius-hansen,Aerial duels
989864,kornelius-hansen,Ball control
1167698,alex-balboa,Discipline
983662,hamdi-akujobi,Long balls
930838,joey-jacobs,Passing
930838,joey-jacobs,Long balls
914392,jizz-hornkamp,Passing
996988,bryan-limbombe,Ball control
825278,jordy-bruijn,Ball control
146401,thomas-bruns,Aerial duels
918484,ivan-mesik,Discipline
988990,ruben-roosken,Long balls
318745,oskar-zawada,Ball control
36781,michiel-kramer,Passing
973716,richonell-margaret,Ball control
1126518,lokesa-chris,Ball control
825849,godfried-roemeratoe,Discipline
846202,reuven-niemeijer,Aerial duels
32386,aaron-meijers,Long balls
150494,mike-van-duinen,Finishing
946505,lance-duijvestijn,Aerial duels
910053,zagre-arthur,Discipline
313264,henk-veerman,Ground duels
313264,henk-veerman,Passing
1095406,aurelio-oehlers,Ball control
1066450,walid-ould-chikh,Passing
974020,xavier-mbuyamba,Error proneness
106154,mawouna-amevor,Discipline
1126966,gyan-de-regt,Finishing
1126966,gyan-de-regt,Ball control
1146005,loek-postma,Discipline
1431770,rodriguez-kevin,Aerial duels
1431770,rodriguez-kevin,Ball control
1212237,mohammed-fuseini,Ball control
845136,jean-thierry-lazare-amani,Ball control
916176,cameron-puertas,Ball control
916176,cameron-puertas,Aerial duels
902987,loic-lapoussin,Ball control
1050672,terho-casper,Ball control
928033,charles-vanhoutte,Discipline
303634,christian-burgess,Discipline
795761,kasper-dolberg,Ball control
879672,flips-alexis,Ball control
909964,killian-sardella,Ball control
923972,louis-patris,Ball control
923969,michel-ange-balikwisha,Ball control
904887,jurgen-ekkelenkamp,Ball control
35208,tjaronn-chery,Ball control
386950,gyrano-kerk,Ball control
386950,gyrano-kerk,Passing
58994,denis-odoi,Discipline
976485,ayrton-costa,Long balls
976485,ayrton-costa,Discipline
572286,gustaf-nilsson,Passing
572286,gustaf-nilsson,Ball control
1069336,romeo-vermant,Ball control
1031259,tzolis-christos,Aerial duels
1500256,granados-alejandro,Ball control
1093875,lenn-de-smet,Ball control
1091040,liam-de-smet,Ball control
862470,kevin-denkey,Ball control
862470,kevin-denkey,Passing
1004346,kazeem-olaigbe,Aerial duels
1122552,minda-alan,Aerial duels
1185568,lawrence-agyekum,Long balls
1185568,lawrence-agyekum,Discipline
1185568,lawrence-agyekum,Passing
1002804,somers-thibo,Passing
1002804,somers-thibo,Long balls
1002804,somers-thibo,Ball control
1520808,alama-bayo,Ball control
94290,hannes-van-der-bruggen,Passing
1006113,nazinho-flavio,Discipline
1006113,nazinho-flavio,Ball control
958915,jesper-daland,Passing
921180,edgaras-utkus,Passing
921180,edgaras-utkus,Error proneness
902050,boris-popovic,Passing
902050,boris-popovic,Long balls
827573,senna-miangue,Long balls
1191212,ravych-christiaan,Long balls
1191212,ravych-christiaan,Passing
987734,tolu-arokodare,Ball control
987734,tolu-arokodare,Passing
985162,yira-collins-sor,Aerial duels
1099462,steuckers-jarne,Aerial duels
1468744,konstantinos-karetsas,Ball control
1477662,christopher-baah,Discipline
1031548,fadera-alieu,Ball control
198282,patrik-hrosovsky,Aerial duels
961902,nkuba-ken,Ball control
1396027,ibrahima-sory-bangoura,Discipline
1188173,claes-thomas,Ball control
1134470,zakaria-el-ouahdi,Ball control
1134470,zakaria-el-ouahdi,Discipline
1396029,josue-ndenge-kongolo,Discipline
982523,andri-gudjohnsen,Passing
186807,andrew-hjulsager,Ball control
1065233,max-dean,Aerial duels
942937,hyun-seok-hong,Aerial duels
1009738,brown-archie,Ball control
385388,nurio-fortuna,Discipline
848680,julien-ngoy,Ball control
886171,lion-lauberbach,Ball control
886171,lion-lauberbach,Passing
338869,kerim-mrabti,Aerial duels
797739,iebe-swers,Long balls
1100555,joselpho-barnes,Finishing
905351,zion-suzuki,Error proneness
284845,stipe-perica,Aerial duels
1066059,isaac-price,Ball control
880762,marlon-fossey,Long balls
942992,bosko-sutalo,Error proneness
976265,henry-lawrence,Long balls
1399507,dodeigne-noah,Discipline
1092081,matija-frigan,Aerial duels
1092081,matija-frigan,Ball control
889761,erdon-daci,Ball control
997827,vaesen-kyan,Ball control
997164,thomas-van-den-keybus,Ball control
1149123,arthur-piedfort,Discipline
1130011,rommens-tuur,Long balls
927330,suphanat-mueanta,Ball control
862449,jon-dagur-thorsteinsson,Aerial duels
978327,ndri-konan,Aerial duels
978327,ndri-konan,Ball control
1388434,nachon-nsingi,Aerial duels
846447,hamza-mendyl,Discipline
846447,hamza-mendyl,Long balls
846447,hamza-mendyl,Ball control
192268,birger-verstraete,Discipline
1198069,richie-sagrado,Ball control
360652,mathieu-maertens,Ball control
590036,federico-ricca,Discipline
777067,florian-miguel,Long balls
996979,tobe-leysen,Error proneness
920458,oday-dabbagh,Ball control
920458,oday-dabbagh,Aerial duels
982334,youssouph-badji,Finishing
1030459,parfait-guiagon,Ball control
1099220,youssuf-sylla,Ball control
1097542,etienne-camara,Discipline
834261,antoine-bernier,Ball control
990726,mardochee-nzita,Discipline
1047318,isaac-nuhu,Aerial duels
1047318,isaac-nuhu,Ball control
803116,regan-charles-cook,Ball control
803116,regan-charles-cook,Aerial duels
1145139,amadou-keita,Ball control
1010227,nathan-bitumazala,Discipline
861975,baiye-brandon,Aerial duels
990265,magnee-gary,Ball control
921951,yentl-van-genechten,Passing
826043,jan-kral,Long balls
1125840,billal-messaoudi,Ball control
921184,jonathan-afolabi,Ball control
356024,thierry-ambrose,Ball control
356024,thierry-ambrose,Passing
960007,mounaim-el-idrissy,Passing
960007,mounaim-el-idrissy,Aerial duels
1064174,nayel-mehssatou,Ball control
923974,dion-de-neve,Long balls
1391861,massimo-decoene,Discipline
285943,gilles-dewaele,Long balls
941164,makhtar-gueye,Ball control
941164,makhtar-gueye,Ground duels
941164,makhtar-gueye,Passing
123875,piotr-parzyszek,Passing
986817,mickael-biron,Ball control
1410231,pathe-mboup,Ball control
881144,gaetan-robail,Ball control
1397747,camara-ilay,Ball control
874855,junior-marsoni-sambu-mansoni,Long balls
1047683,matheus-nascimento,Aerial duels
1047683,matheus-nascimento,Ground duels
158277,allan,Discipline
146416,oscar-romero,Aerial duels
1086482,diego-hernandez,Discipline
36982,damian-suarez,Discipline
143593,marcal,Discipline
801044,alexander-barboza,Discipline
1174937,endrick,Aerial duels
1002556,lazaro,Aerial duels
1094179,jose-lopez,Passing
1105078,romulo,Aerial duels
986233,mauricio,Aerial duels
220833,gustavo-gomez,Discipline
358554,gabriel-barbosa,Discipline
1175553,matheus-goncalves,Finishing
922546,ademir,Aerial duels
145063,everton-ribeiro,Aerial duels
868030,rezende,Discipline
871705,kanu,Discipline
340519,jonathan-calleri,Passing
340519,jonathan-calleri,Ball control
925072,andre-silva,Ball control
1009928,juan,Aerial duels
905461,rodrigo-nestor,Aerial duels
12634,rafinha,Discipline
992093,lautaro-diaz,Ball control
243963,rafael-silva,Aerial duels
912786,matheus-henrique,Error proneness
823653,mateus-vital,Aerial duels
263477,lucas-romero,Discipline
870787,marlon,Discipline
844602,ze-ivaldo,Discipline
942061,anderson,Error proneness
974698,imanol-machuca,Aerial duels
794930,pedro-rocha,Finishing
798127,marinho,Aerial duels
363688,yago-pikachu,Aerial duels
789395,emanuel-britez,Discipline
345847,gonzalo-mastriani,Passing
838303,lucas-di-yorio,Ball control
838303,lucas-di-yorio,Passing
1133743,romulo,Aerial duels
13630,fernandinho,Discipline
1188028,ze-vitor,Error proneness
33106,thiago-heleno,Discipline
794006,leonardo-godoy,Ball control
794006,leonardo-godoy,Long balls
1018547,thiago-borbas,Passing
1105595,sorriso,Aerial duels
1105595,sorriso,Ball control
1463904,gustavo-neves,Aerial duels
870556,juninho-capixaba,Discipline
34705,hulk,Discipline
909487,fabio-gomes,Ball control
909487,fabio-gomes,Ground duels
859970,matias-zaracho,Aerial duels
158257,rodrigo-battaglia,Discipline
797893,lyanco,Discipline
753662,igor-rabello,Discipline
583974,pablo-vegetti,Ball control
583974,pablo-vegetti,Passing
1403439,erick-marcus,Discipline
1017023,clayton,Ball control
1105970,adson,Aerial duels
1391962,mateus-carvalho,Discipline
982998,joao-victor,Discipline
106456,enner-valencia,Ball control
560116,rafael-borre,Ball control
249893,lucas-alario,Ground duels
1199435,lucca,Finishing
124997,alan-patrick,Aerial duels
1020610,dias-matheus,Discipline
128376,gabriel-mercado,Discipline
873891,ronie-carrillo,Ball control
873891,ronie-carrillo,Aerial duels
1186631,werik-popo,Discipline
344077,diego-goncalves,Finishing
933955,gabriel-taliari,Aerial duels
5672,nene,Passing
243651,jadson,Discipline
243651,jadson,Aerial duels
1049781,peixoto,Discipline
551674,alan-ruschel,Discipline
794640,rodrigo-sam,Discipline
46620,yannick-bolasie,Ball control
796925,allano,Discipline
796925,allano,Finishing
1116590,baltasar-barcia,Discipline
783490,marcelo-hermes,Long balls
1124220,dudu,Discipline
868076,willean-lepo,Long balls
158267,bruno-uvini,Long balls
1387272,lucas-esteves,Long balls
931759,camutanga,Discipline
877470,reynaldo,Long balls
122971,raul-caceres,Long balls
987168,patric-calmon,Discipline
270287,deyverson,Ball control
270287,deyverson,Passing
979861,isidro-pitta,Passing
811308,clayson,Ball control
790103,jonathan-cafu,Ball control
1391413,eliel,Aerial duels
1182435,luciano-gimenez,Discipline
1102383,rikelme,Long balls
914169,mateus-pasinato,Error proneness
905463,yuri-alberto,Ball control
866911,pedro-raul,Passing
1170773,giovane,Ball control
994454,rodrigo-garro,Aerial duels
243181,gustavo-henrique,Discipline
959006,caetano,Discipline
21212,diego-costa,Discipline
871162,everton-galdino,Aerial duels
249647,walter-kannemann,Discipline
243109,reinaldo,Discipline
839514,caique,Error proneness
1177548,rodriguez-emiliano,Finishing
924423,derek-freitas,Ball control
924423,derek-freitas,Aerial duels
922575,gabriel-baralhas,Discipline
1020259,barros-gabriel,Discipline
1008491,leo-pereira,Passing
1008491,leo-pereira,Aerial duels
1086925,alejo-cruz,Aerial duels
1117597,alix-vinicius,Discipline
831993,luiz-felipe,Discipline
871209,maguinho,Discipline
871209,maguinho,Long balls
1087399,john-kennedy,Discipline
1087399,john-kennedy,Ball control
1035996,andre,Discipline
586662,david-terans,Aerial duels
4811,felipe-melo,Discipline
378590,thiago-santos,Discipline
858628,ivan-sergeev,Aerial duels
281253,jhon-cordoba,Ball control
942162,aleksandr-chernikov,Discipline
128033,yuri-gazinskiy,Discipline
333595,lucas-olaza,Aerial duels
892426,vitor-tormena,Discipline
990193,kaio,Discipline
989605,tyukavin-konstantin,Aerial duels
590392,jorge-carrascal,Aerial duels
846154,nicolas-moumie-ngamaleu,Ball control
1106839,bitello,Aerial duels
955978,denis-makarov,Passing
1015289,nicolas-marichal,Discipline
1015521,roberto-fernandez,Discipline
800504,dmitriy-vorobyev,Ball control
1157245,saltykov-nikita,Ball control
904400,nair-tiknizyan,Discipline
1157210,egor-pogostnov,Discipline
1157210,egor-pogostnov,Long balls
993560,manfred-ugalde,Ball control
861135,aleksandr-sobolev,Passing
861135,aleksandr-sobolev,Ball control
589306,jesus-medina,Ball control
956766,khlusevich-daniil,Discipline
1118429,fayzullaev-abbosbek,Aerial duels
822710,sekou-koita,Aerial duels
940692,adolfo-gaich,Aerial duels
814599,fedor-chalov,Ball control
1023558,tamerlan-musaev,Ball control
280811,milan-gajic,Discipline
280811,milan-gajic,Aerial duels
868630,igor-diveev,Discipline
892212,willyan-rocha,Discipline
149159,khoren-bayramyan,Aerial duels
366138,nikolay-komlichenko,Passing
858859,egor-golenkov,Ball control
996805,mohammad-mohebi,Ball control
1032896,ivan-komarov,Discipline
1127149,viktor-melekhin,Discipline
1132017,sako-oumar,Error proneness
1132017,sako-oumar,Discipline
996969,vakhaniya-ilya,Passing
150619,evgeniy-chernov,Long balls
150619,evgeniy-chernov,Passing
256169,hidajet-hankic,Long shots saving
970516,mirlind-daku,Ball control
795415,aleksandr-lomovitskiy,Ball control
243091,dmitriy-kabutov,Passing
243091,dmitriy-kabutov,Long balls
1187357,lenar-fattakhov,Discipline
138123,amar-rahmanovic,Ball control
138123,amar-rahmanovic,Passing
1084228,vladimir-pisarskiy,Ball control
836628,roman-ezhov,Ball control
258151,bernard-berisha,Passing
350564,anton-shvets,Discipline
842517,darko-todorovic,Passing
810689,lucas-lovat,Discipline
798405,evgeniy-markov,Ball control
201826,khyzyr-appaev,Passing
201826,khyzyr-appaev,Finishing
201826,khyzyr-appaev,Ball control
1123596,nichita-motpan,Aerial duels
1123596,nichita-motpan,Ball control
112833,irakli-kvekveskiri,Passing
800754,vyacheslav-yakimov,Passing
798264,ilnur-alshin,Passing
798264,ilnur-alshin,Long balls
798264,ilnur-alshin,Ball control
553668,igor-kalinin,Long balls
553668,igor-kalinin,Passing
798245,vladislav-masternoy,Long balls
798245,vladislav-masternoy,Passing
848390,vasili-cherov,Long balls
848390,vasili-cherov,Passing
790003,brian-mansilla,Ball control
790003,brian-mansilla,Discipline
985008,gabriel-florentin,Discipline
1086967,tomas-muro,Ball control
989208,matias-perez,Discipline
151911,ognjen-ozegovic,Ball control
552978,aleksandr-troshechkin,Passing
886634,mateo-stamatov,Long balls
886634,mateo-stamatov,Passing
149142,dmitri-zhivoglyadov,Passing
843189,kirill-gotsuk,Discipline
843189,kirill-gotsuk,Long balls
857061,vladislav-karapuzov,Passing
857061,vladislav-karapuzov,Long balls
1091613,aleksandrov-viktor,Discipline
21564,eric-bicfalvi,Aerial duels
21564,eric-bicfalvi,Passing
21564,eric-bicfalvi,Ball control
1390358,aleksey-kashtanov,Ball control
1390358,aleksey-kashtanov,Passing
1490811,ilya-ishkov,Ball control
920004,andrey-egorychev,Passing
920004,andrey-egorychev,Ball control
1509269,dmitriev-igor,Ball control
798914,silvije-begic,Discipline
878939,diego-luna,Discipline
1022272,saul-guarirapa,Ball control
546336,martin-kramaric,Ball control
822442,ignacio-saavedra,Discipline
798536,ruslan-magal,Long balls
1016660,marcelo-alves,Discipline
1067639,vinicius-tobias,Discipline
904850,bondar-valeriy,Error proneness
842565,gerson-rodrigues,Ball control
976374,vladyslav-vanat,Discipline
982405,vitinho,Aerial duels
982405,vitinho,Finishing
827410,volodymyr-shepeliev,Ground duels
887247,denys-popov,Error proneness
859393,vladyslav-dubinchak,Error proneness
956775,ustymenko-denys,Ground duels
793946,yurii-vakulko,Error proneness
793946,yurii-vakulko,Discipline
547474,maksym-zaderaka,Long balls
547474,maksym-zaderaka,Error proneness
997084,oleksandr-drambaev,Passing
791140,domingo-blanco,Ball control
1108718,luifer-hernandez,Aerial duels
1124585,admir-bristric,Finishing
943414,oleksandr-nazarenko,Ground duels
137675,ruslan-babenko,Error proneness
190459,viacheslav-tankovskyi,Error proneness
190459,viacheslav-tankovskyi,Discipline
837028,bohdan-kushnirenko,Discipline
912220,danylo-beskorovaynyi,Error proneness
912220,danylo-beskorovaynyi,Discipline
956329,eduard-sarapiyy,Discipline
1113095,joao-vialle,Error proneness
1067194,giorgi-maisuradze,Error proneness
1067194,giorgi-maisuradze,Discipline
1164099,artem-smoliakov,Error proneness
800131,serhii-chobotenko,Error proneness
863373,yevgen-volynets,Error proneness
1405557,yevhenii-pastukh,Ground duels
1218994,denys-pidgurskyi,Ground duels
1136050,roman-vitalii,Error proneness
1136050,roman-vitalii,Discipline
887214,oleh-veremiienko,Discipline
1006087,hlib-savchuk,Ground duels
1648443,oleksiy-tovarnytskyi,Error proneness
1161946,dmytro-ledvii,Long shots saving
1513507,assinor-mark,Ball control
909190,denys-dolinskyi,Discipline
1005925,hajdin-salihu,Error proneness
976823,putria-illia,Error proneness
934545,petro-stasiuk,Ground duels
904854,nazarii-muravskyi,Ground duels
904854,nazarii-muravskyi,Error proneness
1005366,kucherenko-yevhenii,Long shots saving
796519,herman-penkov,Long shots saving
255359,oleksandr-filippov,Ground duels
902020,andriy-kulakov,Ground duels
902020,andriy-kulakov,Finishing
189873,kyrylo-kovalets,Finishing
189873,kyrylo-kovalets,Discipline
886250,artur-avagimian,Error proneness
886250,artur-avagimian,Discipline
114171,artem-shabanov,Error proneness
587554,miguel-campos,Discipline
976370,danil-skorko,Ground duels
70029,sergii-loginov,Error proneness
148732,mykyta-shevchenko,Error proneness
148732,mykyta-shevchenko,Long shots saving
792803,mykola-kovtaliuk,Ground duels
157649,serhii-miakushko,Finishing
893030,sambou-sissoko,Discipline
804419,demir-skrijelj,Error proneness
804419,demir-skrijelj,Passing
990195,artem-cheliadin,Discipline
73646,oleksandr-sklyar,Discipline
73646,oleksandr-sklyar,Ground duels
73646,oleksandr-sklyar,Error proneness
1147341,daniil-khrypchuk,Discipline
985279,isenko-pavlo,Error proneness
985279,isenko-pavlo,Long shots saving
943736,zan-trontelj,Error proneness
943736,zan-trontelj,Discipline
924230,anderson-jordan,Discipline
924230,anderson-jordan,Error proneness
1142787,oleksandr-saputin,Long shots saving
842088,rangel,Discipline
122303,andrei-tsurikov,Ground duels
190453,mykyta-burda,Error proneness
793944,vasyliev-oleksandr,Ground duels
1398470,volodymyr-salyuk,Discipline
1398470,volodymyr-salyuk,Error proneness
801978,vitaliy-yermakov,Error proneness
1105889,mykola-haiduchyk,Ground duels
792873,valerii-kucherov,Error proneness
1133895,vladyslav-sharay,Discipline
797321,yevgeniy-shevchenko,Ground duels
876108,serhiy-sukhanov,Aerial duels
836639,rostyslav-taranukha,Ground duels
987756,oleg-vyshnevskyi,Finishing
987756,oleg-vyshnevskyi,Ground duels
792541,igor-medynsky,Error proneness
1405512,teslyuk-denys,Ground duels
937083,taras-moroz,Error proneness
937083,taras-moroz,Discipline
937083,taras-moroz,Ground duels
879907,serhii-kosovskyi,Ground duels
937062,vitalii-hrusha,Discipline
319739,oleksandr-osman,Ground duels
852022,vasyl-kurko,Error proneness
852022,vasyl-kurko,Ground duels
914002,yegor-prokopenko,Ground duels
856955,danylo-karas,Error proneness
856955,danylo-karas,Discipline
1147345,gunichev-yegor,Aerial duels
1147345,gunichev-yegor,Ground duels
1398490,tymur-korablin,Error proneness
844433,yehor-shalfieiev,Discipline
876032,kyrylo-prokopchuk,Ground duels
1005365,taras-dmytruk,Ground duels
